country,indicator,Year,Value
Mixed team,Bronze,1896,1
Mixed team,Bronze,1900,3
Mixed team,Bronze,1904,0
Moldova,Total,1996,2
Moldova,Total,2000,2
Moldova,Total,2008,1
Moldova,Total,2012,2
Moldova,Gold,1996,0
Moldova,Gold,2000,0
Moldova,Gold,2008,0
Moldova,Gold,2012,0
Moldova,Silver,1996,1
Moldova,Silver,2000,1
Moldova,Silver,2008,0
Moldova,Silver,2012,0
Moldova,Bronze,1996,1
Moldova,Bronze,2000,1
Moldova,Bronze,2008,1
Moldova,Bronze,2012,2
Mongolia,Total,1968,4
Mongolia,Total,1972,1
Mongolia,Total,1976,1
Mongolia,Total,1980,4
Mongolia,Total,1988,1
Mongolia,Total,1992,2
Mongolia,Total,1996,1
Mongolia,Total,2004,1
Mongolia,Total,2008,4
Mongolia,Total,2012,5
Mongolia,Total,2016,1
Mongolia,Gold,1968,0
Mongolia,Gold,1972,0
Mongolia,Gold,1976,0
Mongolia,Gold,1980,0
Mongolia,Gold,1988,0
Mongolia,Gold,1992,0
Mongolia,Gold,1996,0
Mongolia,Gold,2004,0
Mongolia,Gold,2008,2
Mongolia,Gold,2012,0
Mongolia,Gold,2016,0
Mongolia,Silver,1968,1
Mongolia,Silver,1972,1
Mongolia,Silver,1976,1
Mongolia,Silver,1980,2
Mongolia,Silver,1988,0
Mongolia,Silver,1992,0
Mongolia,Silver,1996,0
Mongolia,Silver,2004,0
Mongolia,Silver,2008,2
Mongolia,Silver,2012,2
Mongolia,Silver,2016,1
Mongolia,Bronze,1968,3
Mongolia,Bronze,1972,0
Mongolia,Bronze,1976,0
Mongolia,Bronze,1980,2
Mongolia,Bronze,1988,1
Mongolia,Bronze,1992,2
Mongolia,Bronze,1996,1
Mongolia,Bronze,2004,1
Mongolia,Bronze,2008,0
Mongolia,Bronze,2012,3
Mongolia,Bronze,2016,0
Montenegro,Total,2012,1
Montenegro,Gold,2012,0
Montenegro,Silver,2012,1
Montenegro,Bronze,2012,0
Morocco,Total,1960,1
Morocco,Total,1984,2
Morocco,Total,1988,3
Morocco,Total,1992,3
Morocco,Total,1996,2
Morocco,Total,2000,5
Morocco,Total,2004,3
Morocco,Total,2008,2
Morocco,Total,2012,1
Morocco,Gold,1960,0
Morocco,Gold,1984,2
Morocco,Gold,1988,1
Morocco,Gold,1992,1
Morocco,Gold,1996,0
Morocco,Gold,2000,0
Morocco,Gold,2004,2
Morocco,Gold,2008,0
Morocco,Gold,2012,0
Morocco,Silver,1960,1
Morocco,Silver,1984,0
Morocco,Silver,1988,0
Morocco,Silver,1992,1
Morocco,Silver,1996,0
Morocco,Silver,2000,1
Morocco,Silver,2004,1
Morocco,Silver,2008,1
Morocco,Silver,2012,0
Morocco,Bronze,1960,0
Morocco,Bronze,1984,0
Morocco,Bronze,1988,2
Morocco,Bronze,1992,1
Morocco,Bronze,1996,2
Morocco,Bronze,2000,4
Morocco,Bronze,2004,0
Morocco,Bronze,2008,1
Morocco,Bronze,2012,1
Mozambique,Total,1996,1
Mozambique,Total,2000,1
Mozambique,Gold,1996,0
Mozambique,Gold,2000,1
Mozambique,Silver,1996,0
Mozambique,Silver,2000,0
Mozambique,Bronze,1996,1
Mozambique,Bronze,2000,0
Namibia,Total,1992,2
Namibia,Total,1996,2
Namibia,Gold,1992,0
Namibia,Gold,1996,0
Namibia,Silver,1992,2
Namibia,Silver,1996,2
Namibia,Bronze,1992,0
Namibia,Bronze,1996,0
Netherlands,Total,1900,4
Netherlands,Total,1908,2
Netherlands,Total,1912,3
Netherlands,Total,1920,11
Netherlands,Total,1924,10
Netherlands,Total,1928,19
Netherlands,Total,1932,7
Netherlands,Total,1936,17
Netherlands,Total,1948,16
Netherlands,Total,1952,5
Netherlands,Total,1960,3
Netherlands,Total,1964,10
Netherlands,Total,1968,7
Netherlands,Total,1972,5
Netherlands,Total,1976,5
Netherlands,Total,1980,3
Netherlands,Total,1984,13
Netherlands,Total,1988,9
Netherlands,Total,1992,15
Netherlands,Total,1996,19
Netherlands,Total,2000,25
Netherlands,Total,2004,22
Netherlands,Total,2008,16
Netherlands,Total,2012,20
Netherlands,Total,2016,2
Netherlands,Gold,1900,0
Netherlands,Gold,1908,0
Netherlands,Gold,1912,0
Netherlands,Gold,1920,4
Netherlands,Gold,1924,4
Netherlands,Gold,1928,6
Netherlands,Gold,1932,2
Netherlands,Gold,1936,6
Netherlands,Gold,1948,5
Netherlands,Gold,1952,0
Netherlands,Gold,1960,0
Netherlands,Gold,1964,2
Netherlands,Gold,1968,3
Netherlands,Gold,1972,3
Netherlands,Gold,1976,0
Netherlands,Gold,1980,0
Netherlands,Gold,1984,5
Netherlands,Gold,1988,2
Netherlands,Gold,1992,2
Netherlands,Gold,1996,4
Netherlands,Gold,2000,12
Netherlands,Gold,2004,4
Netherlands,Gold,2008,7
Netherlands,Gold,2012,6
Netherlands,Gold,2016,1
Netherlands,Silver,1900,1
Netherlands,Silver,1908,0
Netherlands,Silver,1912,0
Netherlands,Silver,1920,2
Netherlands,Silver,1924,1
Netherlands,Silver,1928,9
Netherlands,Silver,1932,5
Netherlands,Silver,1936,4
Netherlands,Silver,1948,2
Netherlands,Silver,1952,5
Netherlands,Silver,1960,1
Netherlands,Silver,1964,4
Netherlands,Silver,1968,3
Netherlands,Silver,1972,1
Netherlands,Silver,1976,2
Netherlands,Silver,1980,1
Netherlands,Silver,1984,2
Netherlands,Silver,1988,2
Netherlands,Silver,1992,6
Netherlands,Silver,1996,5
Netherlands,Silver,2000,9
Netherlands,Silver,2004,9
Netherlands,Silver,2008,5
Netherlands,Silver,2012,6
Netherlands,Silver,2016,0
Netherlands,Bronze,1900,3
Netherlands,Bronze,1908,2
Netherlands,Bronze,1912,3
Netherlands,Bronze,1920,5
Netherlands,Bronze,1924,5
Netherlands,Bronze,1928,4
Netherlands,Bronze,1932,0
Netherlands,Bronze,1936,7
Netherlands,Bronze,1948,9
Netherlands,Bronze,1952,0
Netherlands,Bronze,1960,2
Netherlands,Bronze,1964,4
Netherlands,Bronze,1968,1
Netherlands,Bronze,1972,1
Netherlands,Bronze,1976,3
Netherlands,Bronze,1980,2
Netherlands,Bronze,1984,6
Netherlands,Bronze,1988,5
Netherlands,Bronze,1992,7
Netherlands,Bronze,1996,10
Netherlands,Bronze,2000,4
Netherlands,Bronze,2004,9
Netherlands,Bronze,2008,4
Netherlands,Bronze,2012,8
Netherlands,Bronze,2016,1
Netherlands Antilles,Total,1988,1
Netherlands Antilles,Gold,1988,0
Netherlands Antilles,Silver,1988,1
Netherlands Antilles,Bronze,1988,0
New Zealand,Total,1920,1
New Zealand,Total,1924,1
New Zealand,Total,1928,1
New Zealand,Total,1932,1
New Zealand,Total,1936,1
New Zealand,Total,1952,3
New Zealand,Total,1956,2
New Zealand,Total,1960,3
New Zealand,Total,1964,5
New Zealand,Total,1968,3
New Zealand,Total,1972,3
New Zealand,Total,1976,4
New Zealand,Total,1984,11
New Zealand,Total,1988,13
New Zealand,Total,1992,10
New Zealand,Total,1996,6
New Zealand,Total,2000,4
New Zealand,Total,2004,5
New Zealand,Total,2008,9
New Zealand,Total,2012,13
New Zealand,Total,2016,2
New Zealand,Gold,1920,0
New Zealand,Gold,1924,0
New Zealand,Gold,1928,1
New Zealand,Gold,1932,0
New Zealand,Gold,1936,1
New Zealand,Gold,1952,1
New Zealand,Gold,1956,2
New Zealand,Gold,1960,2
New Zealand,Gold,1964,3
New Zealand,Gold,1968,1
New Zealand,Gold,1972,1
New Zealand,Gold,1976,2
New Zealand,Gold,1984,8
New Zealand,Gold,1988,3
New Zealand,Gold,1992,1
New Zealand,Gold,1996,3
New Zealand,Gold,2000,1
New Zealand,Gold,2004,3
New Zealand,Gold,2008,3
New Zealand,Gold,2012,6
New Zealand,Gold,2016,0
New Zealand,Silver,1920,0
New Zealand,Silver,1924,0
New Zealand,Silver,1928,0
New Zealand,Silver,1932,1
New Zealand,Silver,1936,0
New Zealand,Silver,1952,0
New Zealand,Silver,1956,0
New Zealand,Silver,1960,0
New Zealand,Silver,1964,0
New Zealand,Silver,1968,0
New Zealand,Silver,1972,1
New Zealand,Silver,1976,1
New Zealand,Silver,1984,1
New Zealand,Silver,1988,2
New Zealand,Silver,1992,4
New Zealand,Silver,1996,2
New Zealand,Silver,2000,0
New Zealand,Silver,2004,2
New Zealand,Silver,2008,2
New Zealand,Silver,2012,2
New Zealand,Silver,2016,2
New Zealand,Bronze,1920,1
New Zealand,Bronze,1924,1
New Zealand,Bronze,1928,0
New Zealand,Bronze,1932,0
New Zealand,Bronze,1936,0
New Zealand,Bronze,1952,2
New Zealand,Bronze,1956,0
New Zealand,Bronze,1960,1
New Zealand,Bronze,1964,2
New Zealand,Bronze,1968,2
New Zealand,Bronze,1972,1
New Zealand,Bronze,1976,1
New Zealand,Bronze,1984,2
New Zealand,Bronze,1988,8
New Zealand,Bronze,1992,5
New Zealand,Bronze,1996,1
New Zealand,Bronze,2000,3
New Zealand,Bronze,2004,0
New Zealand,Bronze,2008,4
New Zealand,Bronze,2012,5
New Zealand,Bronze,2016,0
Niger,Total,1972,1
Niger,Gold,1972,0
Niger,Silver,1972,0
Niger,Bronze,1972,1
Nigeria,Total,1964,1
Nigeria,Total,1972,1
Nigeria,Total,1984,2
Nigeria,Total,1992,4
Nigeria,Total,1996,6
Nigeria,Total,2000,3
Nigeria,Total,2004,2
Nigeria,Total,2008,4
Nigeria,Gold,1964,0
Nigeria,Gold,1972,0
Nigeria,Gold,1984,0
Nigeria,Gold,1992,0
Nigeria,Gold,1996,2
Nigeria,Gold,2000,1
Nigeria,Gold,2004,0
Nigeria,Gold,2008,0
Nigeria,Silver,1964,0
Nigeria,Silver,1972,0
Nigeria,Silver,1984,1
Nigeria,Silver,1992,3
Nigeria,Silver,1996,1
Nigeria,Silver,2000,2
Nigeria,Silver,2004,0
Nigeria,Silver,2008,1
Nigeria,Bronze,1964,1
Nigeria,Bronze,1972,1
Nigeria,Bronze,1984,1
Nigeria,Bronze,1992,1
Nigeria,Bronze,1996,3
Nigeria,Bronze,2000,0
Nigeria,Bronze,2004,2
Nigeria,Bronze,2008,3
North Korea,Total,1972,5
North Korea,Total,1976,2
North Korea,Total,1980,5
North Korea,Total,1992,9
North Korea,Total,1996,5
North Korea,Total,2000,4
North Korea,Total,2004,5
North Korea,Total,2008,6
North Korea,Total,2012,6
North Korea,Total,2016,2
North Korea,Gold,1972,1
North Korea,Gold,1976,1
North Korea,Gold,1980,0
North Korea,Gold,1992,4
North Korea,Gold,1996,2
North Korea,Gold,2000,0
North Korea,Gold,2004,0
North Korea,Gold,2008,2
North Korea,Gold,2012,4
North Korea,Gold,2016,0
North Korea,Silver,1972,1
North Korea,Silver,1976,1
North Korea,Silver,1980,3
North Korea,Silver,1992,0
North Korea,Silver,1996,1
North Korea,Silver,2000,1
North Korea,Silver,2004,4
North Korea,Silver,2008,1
North Korea,Silver,2012,0
North Korea,Silver,2016,2
North Korea,Bronze,1972,3
North Korea,Bronze,1976,0
North Korea,Bronze,1980,2
North Korea,Bronze,1992,5
North Korea,Bronze,1996,2
North Korea,Bronze,2000,3
North Korea,Bronze,2004,1
North Korea,Bronze,2008,3
North Korea,Bronze,2012,2
North Korea,Bronze,2016,0
Norway,Total,1900,5
Norway,Total,1908,8
Norway,Total,1912,9
Norway,Total,1920,31
Norway,Total,1924,10
Norway,Total,1928,4
Norway,Total,1936,6
Norway,Total,1948,7
Norway,Total,1952,5
Norway,Total,1956,3
Norway,Total,1960,1
Norway,Total,1968,2
Norway,Total,1972,4
Norway,Total,1976,2
Norway,Total,1984,3
Norway,Total,1988,5
Norway,Total,1992,7
Norway,Total,1996,7
Norway,Total,2000,10
Norway,Total,2004,6
Norway,Total,2008,9
Norway,Total,2012,4
Norway,Gold,1900,0
Norway,Gold,1908,2
Norway,Gold,1912,4
Norway,Gold,1920,13
Norway,Gold,1924,5
Norway,Gold,1928,1
Norway,Gold,1936,1
Norway,Gold,1948,1
Norway,Gold,1952,3
Norway,Gold,1956,1
Norway,Gold,1960,1
Norway,Gold,1968,1
Norway,Gold,1972,2
Norway,Gold,1976,1
Norway,Gold,1984,0
Norway,Gold,1988,2
Norway,Gold,1992,2
Norway,Gold,1996,2
Norway,Gold,2000,4
Norway,Gold,2004,5
Norway,Gold,2008,3
Norway,Gold,2012,2
Norway,Silver,1900,2
Norway,Silver,1908,3
Norway,Silver,1912,1
Norway,Silver,1920,9
Norway,Silver,1924,2
Norway,Silver,1928,2
Norway,Silver,1936,3
Norway,Silver,1948,3
Norway,Silver,1952,2
Norway,Silver,1956,0
Norway,Silver,1960,0
Norway,Silver,1968,1
Norway,Silver,1972,1
Norway,Silver,1976,1
Norway,Silver,1984,1
Norway,Silver,1988,3
Norway,Silver,1992,4
Norway,Silver,1996,2
Norway,Silver,2000,3
Norway,Silver,2004,0
Norway,Silver,2008,5
Norway,Silver,2012,1
Norway,Bronze,1900,3
Norway,Bronze,1908,3
Norway,Bronze,1912,4
Norway,Bronze,1920,9
Norway,Bronze,1924,3
Norway,Bronze,1928,1
Norway,Bronze,1936,2
Norway,Bronze,1948,3
Norway,Bronze,1952,0
Norway,Bronze,1956,2
Norway,Bronze,1960,0
Norway,Bronze,1968,0
Norway,Bronze,1972,1
Norway,Bronze,1976,0
Norway,Bronze,1984,2
Norway,Bronze,1988,0
Norway,Bronze,1992,1
Norway,Bronze,1996,3
Norway,Bronze,2000,3
Norway,Bronze,2004,1
Norway,Bronze,2008,1
Norway,Bronze,2012,1
Pakistan,Total,1956,1
Pakistan,Total,1960,2
Pakistan,Total,1964,1
Pakistan,Total,1968,1
Pakistan,Total,1972,1
Pakistan,Total,1976,1
Pakistan,Total,1984,1
Pakistan,Total,1988,1
Pakistan,Total,1992,1
Pakistan,Gold,1956,0
Pakistan,Gold,1960,1
Pakistan,Gold,1964,0
Pakistan,Gold,1968,1
Pakistan,Gold,1972,0
Pakistan,Gold,1976,0
Pakistan,Gold,1984,1
Pakistan,Gold,1988,0
Pakistan,Gold,1992,0
Pakistan,Silver,1956,1
Pakistan,Silver,1960,0
Pakistan,Silver,1964,1
Pakistan,Silver,1968,0
Pakistan,Silver,1972,1
Pakistan,Silver,1976,0
Pakistan,Silver,1984,0
Pakistan,Silver,1988,0
Pakistan,Silver,1992,0
Pakistan,Bronze,1956,0
Pakistan,Bronze,1960,1
Pakistan,Bronze,1964,0
Pakistan,Bronze,1968,0
Pakistan,Bronze,1972,0
Pakistan,Bronze,1976,1
Pakistan,Bronze,1984,0
Pakistan,Bronze,1988,1
Pakistan,Bronze,1992,1
Panama,Total,1948,2
Panama,Total,2008,1
Panama,Gold,1948,0
Panama,Gold,2008,1
Panama,Silver,1948,0
Panama,Silver,2008,0
Panama,Bronze,1948,2
Panama,Bronze,2008,0
Paraguay,Total,2004,1
Paraguay,Gold,2004,0
Paraguay,Silver,2004,1
Paraguay,Bronze,2004,0
Peru,Total,1948,1
Peru,Total,1984,1
Peru,Total,1988,1
Peru,Total,1992,1
Peru,Gold,1948,1
Peru,Gold,1984,0
Peru,Gold,1988,0
Peru,Gold,1992,0
Peru,Silver,1948,0
Peru,Silver,1984,1
Peru,Silver,1988,1
Peru,Silver,1992,1
Peru,Bronze,1948,0
Peru,Bronze,1984,0
Peru,Bronze,1988,0
Peru,Bronze,1992,0
Philippines,Total,1928,1
Philippines,Total,1932,3
Philippines,Total,1936,1
Philippines,Total,1964,1
Philippines,Total,1988,1
Philippines,Total,1992,1
Philippines,Total,1996,1
Philippines,Total,2016,1
Philippines,Gold,1928,0
Philippines,Gold,1932,0
Philippines,Gold,1936,0
Philippines,Gold,1964,0
Philippines,Gold,1988,0
Philippines,Gold,1992,0
Philippines,Gold,1996,0
Philippines,Gold,2016,0
Philippines,Silver,1928,0
Philippines,Silver,1932,0
Philippines,Silver,1936,0
Philippines,Silver,1964,1
Philippines,Silver,1988,0
Philippines,Silver,1992,0
Philippines,Silver,1996,1
Philippines,Silver,2016,1
Philippines,Bronze,1928,1
Philippines,Bronze,1932,3
Philippines,Bronze,1936,1
Philippines,Bronze,1964,0
Philippines,Bronze,1988,1
Philippines,Bronze,1992,1
Philippines,Bronze,1996,0
Philippines,Bronze,2016,0
Poland,Total,1924,2
Poland,Total,1928,5
Poland,Total,1932,7
Poland,Total,1936,6
Poland,Total,1948,1
Poland,Total,1952,4
Poland,Total,1956,9
Poland,Total,1960,21
Poland,Total,1964,23
Poland,Total,1968,18
Poland,Total,1972,21
Poland,Total,1976,26
Poland,Total,1980,32
Poland,Total,1988,16
Poland,Total,1992,19
Poland,Total,1996,17
Poland,Total,2000,14
Poland,Total,2004,10
Poland,Total,2008,10
Poland,Total,2012,10
Poland,Total,2016,1
Poland,Gold,1924,0
Poland,Gold,1928,1
Poland,Gold,1932,2
Poland,Gold,1936,0
Poland,Gold,1948,0
Poland,Gold,1952,1
Poland,Gold,1956,1
Poland,Gold,1960,4
Poland,Gold,1964,7
Poland,Gold,1968,5
Poland,Gold,1972,7
Poland,Gold,1976,7
Poland,Gold,1980,3
Poland,Gold,1988,2
Poland,Gold,1992,3
Poland,Gold,1996,7
Poland,Gold,2000,6
Poland,Gold,2004,3
Poland,Gold,2008,3
Poland,Gold,2012,2
Poland,Gold,2016,0
Poland,Silver,1924,1
Poland,Silver,1928,1
Poland,Silver,1932,1
Poland,Silver,1936,3
Poland,Silver,1948,0
Poland,Silver,1952,2
Poland,Silver,1956,4
Poland,Silver,1960,6
Poland,Silver,1964,6
Poland,Silver,1968,2
Poland,Silver,1972,5
Poland,Silver,1976,6
Poland,Silver,1980,14
Poland,Silver,1988,5
Poland,Silver,1992,6
Poland,Silver,1996,5
Poland,Silver,2000,5
Poland,Silver,2004,2
Poland,Silver,2008,6
Poland,Silver,2012,2
Poland,Silver,2016,0
Poland,Bronze,1924,1
Poland,Bronze,1928,3
Poland,Bronze,1932,4
Poland,Bronze,1936,3
Poland,Bronze,1948,1
Poland,Bronze,1952,1
Poland,Bronze,1956,4
Poland,Bronze,1960,11
Poland,Bronze,1964,10
Poland,Bronze,1968,11
Poland,Bronze,1972,9
Poland,Bronze,1976,13
Poland,Bronze,1980,15
Poland,Bronze,1988,9
Poland,Bronze,1992,10
Poland,Bronze,1996,5
Poland,Bronze,2000,3
Poland,Bronze,2004,5
Poland,Bronze,2008,1
Poland,Bronze,2012,6
Poland,Bronze,2016,1
Portugal,Total,1924,1
Portugal,Total,1928,1
Portugal,Total,1936,1
Portugal,Total,1948,2
Portugal,Total,1952,1
Portugal,Total,1960,1
Portugal,Total,1976,2
Portugal,Total,1984,3
Portugal,Total,1988,1
Portugal,Total,1996,2
Portugal,Total,2000,2
Portugal,Total,2004,3
Portugal,Total,2008,2
Portugal,Total,2012,1
Portugal,Total,2016,1
Portugal,Gold,1924,0
Portugal,Gold,1928,0
Portugal,Gold,1936,0
Portugal,Gold,1948,0
Portugal,Gold,1952,0
Portugal,Gold,1960,0
Portugal,Gold,1976,0
Portugal,Gold,1984,1
Portugal,Gold,1988,1
Portugal,Gold,1996,1
Portugal,Gold,2000,0
Portugal,Gold,2004,0
Portugal,Gold,2008,1
Portugal,Gold,2012,0
Portugal,Gold,2016,0
Portugal,Silver,1924,0
Portugal,Silver,1928,0
Portugal,Silver,1936,0
Portugal,Silver,1948,1
Portugal,Silver,1952,0
Portugal,Silver,1960,1
Portugal,Silver,1976,2
Portugal,Silver,1984,0
Portugal,Silver,1988,0
Portugal,Silver,1996,0
Portugal,Silver,2000,0
Portugal,Silver,2004,2
Portugal,Silver,2008,1
Portugal,Silver,2012,1
Portugal,Silver,2016,0
Portugal,Bronze,1924,1
Portugal,Bronze,1928,1
Portugal,Bronze,1936,1
Portugal,Bronze,1948,1
Portugal,Bronze,1952,1
Portugal,Bronze,1960,0
Portugal,Bronze,1976,0
Portugal,Bronze,1984,2
Portugal,Bronze,1988,0
Portugal,Bronze,1996,1
Portugal,Bronze,2000,2
Portugal,Bronze,2004,1
Portugal,Bronze,2008,0
Portugal,Bronze,2012,0
Portugal,Bronze,2016,1
Puerto Rico,Total,1948,1
Puerto Rico,Total,1976,1
Puerto Rico,Total,1984,2
Puerto Rico,Total,1992,1
Puerto Rico,Total,1996,1
Puerto Rico,Total,2012,2
Puerto Rico,Gold,1948,0
Puerto Rico,Gold,1976,0
Puerto Rico,Gold,1984,0
Puerto Rico,Gold,1992,0
Puerto Rico,Gold,1996,0
Puerto Rico,Gold,2012,0
Puerto Rico,Silver,1948,0
Puerto Rico,Silver,1976,0
Puerto Rico,Silver,1984,1
Puerto Rico,Silver,1992,0
Puerto Rico,Silver,1996,0
Puerto Rico,Silver,2012,1
Puerto Rico,Bronze,1948,1
Puerto Rico,Bronze,1976,1
Puerto Rico,Bronze,1984,1
Puerto Rico,Bronze,1992,1
Puerto Rico,Bronze,1996,1
Puerto Rico,Bronze,2012,1
Qatar,Total,1992,1
Qatar,Total,2000,1
Qatar,Total,2012,2
Qatar,Gold,1992,0
Qatar,Gold,2000,0
Qatar,Gold,2012,0
Qatar,Silver,1992,0
Qatar,Silver,2000,0
Qatar,Silver,2012,0
Qatar,Bronze,1992,1
Qatar,Bronze,2000,1
Qatar,Bronze,2012,2
Republic of China,Total,1960,1
Republic of China,Total,1968,1
Republic of China,Gold,1960,0
Republic of China,Gold,1968,0
Republic of China,Silver,1960,1
Republic of China,Silver,1968,0
Republic of China,Bronze,1960,0
Republic of China,Bronze,1968,1
Romania,Total,1924,1
Romania,Total,1936,1
Romania,Total,1952,4
Romania,Total,1956,13
Romania,Total,1960,10
Romania,Total,1964,12
Romania,Total,1968,15
Romania,Total,1972,16
Romania,Total,1976,27
Romania,Total,1980,25
Romania,Total,1984,53
Romania,Total,1988,24
Romania,Total,1992,18
Romania,Total,1996,20
Romania,Total,2000,26
Romania,Total,2004,19
Romania,Total,2008,8
Romania,Total,2012,9
Romania,Gold,1924,0
Romania,Gold,1936,0
Romania,Gold,1952,1
Romania,Gold,1956,5
Romania,Gold,1960,3
Romania,Gold,1964,2
Romania,Gold,1968,4
Romania,Gold,1972,3
Romania,Gold,1976,4
Romania,Gold,1980,6
Romania,Gold,1984,20
Romania,Gold,1988,7
Romania,Gold,1992,4
Romania,Gold,1996,4
Romania,Gold,2000,11
Romania,Gold,2004,8
Romania,Gold,2008,4
Romania,Gold,2012,2
Romania,Silver,1924,0
Romania,Silver,1936,1
Romania,Silver,1952,1
Romania,Silver,1956,3
Romania,Silver,1960,1
Romania,Silver,1964,4
Romania,Silver,1968,6
Romania,Silver,1972,6
Romania,Silver,1976,9
Romania,Silver,1980,6
Romania,Silver,1984,16
Romania,Silver,1988,11
Romania,Silver,1992,6
Romania,Silver,1996,7
Romania,Silver,2000,6
Romania,Silver,2004,5
Romania,Silver,2008,1
Romania,Silver,2012,5
Romania,Bronze,1924,1
Romania,Bronze,1936,0
Romania,Bronze,1952,2
Romania,Bronze,1956,5
Romania,Bronze,1960,6
Romania,Bronze,1964,6
Romania,Bronze,1968,5
Romania,Bronze,1972,7
Romania,Bronze,1976,14
Romania,Bronze,1980,13
Romania,Bronze,1984,17
Romania,Bronze,1988,6
Romania,Bronze,1992,8
Romania,Bronze,1996,9
Romania,Bronze,2000,9
Romania,Bronze,2004,6
Romania,Bronze,2008,3
Romania,Bronze,2012,2
Russia,Total,1996,63
Russia,Total,2000,89
Russia,Total,2004,90
Russia,Total,2008,73
Russia,Total,2012,79
Russia,Total,2016,12
Russia,Gold,1996,26
Russia,Gold,2000,32
Russia,Gold,2004,28
Russia,Gold,2008,23
Russia,Gold,2012,22
Russia,Gold,2016,3
Russia,Silver,1996,21
Russia,Silver,2000,28
Russia,Silver,2004,26
Russia,Silver,2008,21
Russia,Silver,2012,25
Russia,Silver,2016,6
Russia,Bronze,1996,16
Russia,Bronze,2000,29
Russia,Bronze,2004,36
Russia,Bronze,2008,29
Russia,Bronze,2012,32
Russia,Bronze,2016,3
Russian Empire,Total,1908,3
Russian Empire,Total,1912,5
Russian Empire,Gold,1908,1
Russian Empire,Gold,1912,0
Russian Empire,Silver,1908,2
Russian Empire,Silver,1912,2
Russian Empire,Bronze,1908,0
Russian Empire,Bronze,1912,3
Saudi Arabia,Total,2000,2
Saudi Arabia,Total,2012,1
Saudi Arabia,Gold,2000,0
Saudi Arabia,Gold,2012,0
Saudi Arabia,Silver,2000,1
Saudi Arabia,Silver,2012,0
Saudi Arabia,Bronze,2000,1
Saudi Arabia,Bronze,2012,1
Senegal,Total,1988,1
Senegal,Gold,1988,0
Senegal,Silver,1988,1
Senegal,Bronze,1988,0
Serbia,Total,2008,3
Serbia,Total,2012,4
Serbia,Gold,2008,0
Serbia,Gold,2012,1
Serbia,Silver,2008,1
Serbia,Silver,2012,1
Serbia,Bronze,2008,2
Serbia,Bronze,2012,2
Serbia and Montenegro,Total,2004,2
Serbia and Montenegro,Gold,2004,0
Serbia and Montenegro,Silver,2004,2
Serbia and Montenegro,Bronze,2004,0
Singapore,Total,1960,1
Singapore,Total,2008,1
Singapore,Total,2012,2
Singapore,Gold,1960,0
Singapore,Gold,2008,0
Singapore,Gold,2012,0
Singapore,Silver,1960,1
Singapore,Silver,2008,1
Singapore,Silver,2012,0
Singapore,Bronze,1960,0
Singapore,Bronze,2008,0
Singapore,Bronze,2012,2
Slovakia,Total,1996,3
Slovakia,Total,2000,5
Slovakia,Total,2004,6
Slovakia,Total,2008,6
Slovakia,Total,2012,4
Slovakia,Total,2016,1
Slovakia,Gold,1996,1
Slovakia,Gold,2000,1
Slovakia,Gold,2004,2
Slovakia,Gold,2008,3
Slovakia,Gold,2012,0
Slovakia,Gold,2016,0
Slovakia,Silver,1996,1
Slovakia,Silver,2000,3
Slovakia,Silver,2004,2
Slovakia,Silver,2008,2
Slovakia,Silver,2012,1
Slovakia,Silver,2016,1
Slovakia,Bronze,1996,1
Slovakia,Bronze,2000,1
Slovakia,Bronze,2004,2
Slovakia,Bronze,2008,1
Slovakia,Bronze,2012,3
Slovakia,Bronze,2016,0
Slovenia,Total,1992,2
Slovenia,Total,1996,2
Slovenia,Total,2000,2
Slovenia,Total,2004,4
Slovenia,Total,2008,5
Slovenia,Total,2012,4
Slovenia,Total,2016,1
Slovenia,Gold,1992,0
Slovenia,Gold,1996,0
Slovenia,Gold,2000,2
Slovenia,Gold,2004,0
Slovenia,Gold,2008,1
Slovenia,Gold,2012,1
Slovenia,Gold,2016,1
Slovenia,Silver,1992,0
Slovenia,Silver,1996,2
Slovenia,Silver,2000,0
Slovenia,Silver,2004,1
Slovenia,Silver,2008,2
Slovenia,Silver,2012,1
Slovenia,Silver,2016,0
Slovenia,Bronze,1992,2
Slovenia,Bronze,1996,0
Slovenia,Bronze,2000,0
Slovenia,Bronze,2004,3
Slovenia,Bronze,2008,2
Slovenia,Bronze,2012,2
Slovenia,Bronze,2016,0
South Africa,Total,1908,2
South Africa,Total,1912,6
South Africa,Total,1920,10
South Africa,Total,1924,3
South Africa,Total,1928,3
South Africa,Total,1932,5
South Africa,Total,1936,1
South Africa,Total,1948,4
South Africa,Total,1952,10
South Africa,Total,1956,4
South Africa,Total,1960,3
South Africa,Total,1992,2
South Africa,Total,1996,5
South Africa,Total,2000,5
South Africa,Total,2004,6
South Africa,Total,2008,1
South Africa,Total,2012,6
South Africa,Total,2016,2
South Africa,Gold,1908,1
South Africa,Gold,1912,4
South Africa,Gold,1920,3
South Africa,Gold,1924,1
South Africa,Gold,1928,1
South Africa,Gold,1932,2
South Africa,Gold,1936,0
South Africa,Gold,1948,2
South Africa,Gold,1952,2
South Africa,Gold,1956,0
South Africa,Gold,1960,0
South Africa,Gold,1992,0
South Africa,Gold,1996,3
South Africa,Gold,2000,0
South Africa,Gold,2004,1
South Africa,Gold,2008,0
South Africa,Gold,2012,3
